"stop_id","stop_lon","stop_lat","stop_name"
"386","-8.430443","40.268539","Vilela (centro) - Sent. Coimbra"
"387","-8.434431","40.266793","Rua do Campo de Futebol - Em 537-2 - Vilela - Sent Torre de Vilela"
"388","-8.438763","40.264653","Rua do Campo de Futebol - Em 537-2 - Caselho - Sent. Torre de Vilela"
"389","-8.426885","40.270814","Vilela (junta de Freguesia) - Sent. Rib. de Vilela"
"mmv_322","-8.65097","40.227496","Boleta (Travessa do Vale Forno)"
"mmv_323","-8.652066","40.22232","Boleta (Charins)"
"mmv_320","-8.621891","40.244203","Morraçã"
"mmv_321","-8.650876","40.227366","Boleta (Travessa do Vale Forno)"
"40","-8.516742","40.19011","C. M. 116 - Reveles - Sent. Taveiro"
"mmv_326","-8.686248","40.16561","Ponte da Alagoa"
"41","-8.51609","40.189868","C. M. 116 - Reveles - Sent. Vila Pouca"
"mmv_327","-8.686481","40.165619","Ponte da Alagoa"
"42","-8.517203","40.199058","E. M. 605  - Reveles de Baixo - Sent. Taveiro"
"43","-8.517516","40.199076","E. M. 605 - Reveles de Baixo - Sent. Arzila"
"mmv_325","-8.695243","40.139247","Caixeira"
"44","-8.510275","40.189594","E. N. 1-7 (mercado Abastecedor) - Sent.taveiro"
"45","-8.511432","40.186352","C. M. 116 Reveles (cruzamento) - Sent. Taveiro"
"46","-8.511457","40.186461","C. M. 116 Reveles (cruzamento) - Sent. Vila Pouca"
"47","-8.510698","40.189322","E. N. 1-7 (mercado Abastecedor) - Sent.vila Pouca"
"48","-8.462594","40.252379","E. N. 111(cruz. Alcarraques)  - Sent. Coimbra"
"49","-8.485707","40.281024","Rua de Coimbra (barreiro) - Sent. Vil Matos"
"cbr_390","-8.56564","40.252522","Casal dos Carecos (X)"
"cbr_391","-8.566238","40.2459","Casal das Figueiras (Quinta)"
"390","-8.427396","40.270557","Vilela (junta de Freguesia) - Sent. Coimbra"
"391","-8.430188","40.265527","Calvário, R. do - (vilela) 1 - Sent. Coimbra"
"392","-8.429784","40.264227","Calvário, R. do - (vilela) 2 - Sent. Coimbra"
"393","-8.427886","40.265361","Logo de Deus (capela) - Sent. Coimbra"
"394","-8.429209","40.263335","Logo de Deus (sul) - Sent. Coimbra"
"395","-8.428583","40.269878","Vilela (escola) - Sent. Rib. de Vilela"
"396","-8.429104","40.269667","Vilela (escola) - Sent. Coimbra"
"cbr_387","-8.564079","40.259324","Vale de Rosas (X)"
"397","-8.427381","40.265787","Rua Principal - Logo de Deus - Sent. Coimbra"
"cbr_388","-8.576268","40.251046","Casal dos Carecos"
"398","-8.436991","40.25656","R. Joaquim de Carvalho 1  (desvio p/ Novo Horizonte) - Sent. Novo Horizonte"
"cbr_385","-8.568891","40.260923","Casais Vera Cruz (Vale)"
"399","-8.436256","40.253928","Bairro de Santa Apolónia (café)"
"cbr_386","-8.564132","40.259455","Vale de Rosas (X)"
"cbr_383","-8.572099","40.261905","Casais Vera Cruz (Largo)"
"cbr_384","-8.56914","40.261008","Casais Vera Cruz (Vale)"
"cbr_381","-8.573461","40.261944","Casais Vera Cruz (Cruzeiro)"
"cbr_382","-8.572394","40.261988","Casais Vera Cruz (Largo)"
"50","-8.485405","40.280863","Rua de Coimbra (barreiro) - Sent. Coimbra"
"51","-8.500166","40.203574","E. N. 110-2 Taveiro (apeadeiro) - Sent. Arzila"
"52","-8.502364","40.202351","E.n. 1-7 Taveiro (centro) - Junto à Capela - Sent. Vila Pouca"
"53","-8.502248","40.202386","E. N. 1-7 Taveiro (centro) - Junto à Capela - Sent. Coimbra"
"cbr_389","-8.566047","40.25279","Casal dos Carecos (X)"
"54","-8.381279","40.194791","Tores do Mondego - Ladeira do Santo - Sent. Penacova"
"55","-8.43702","40.229045","E. M. 537 - Estrada de Eiras (inem) - Sent. Eiras"
"56","-8.437223","40.228579","E. M. 537 -estrada de Eiras (inem) - Sent. Centro"
"57","-8.404265","40.201175","Monsenhor Augusto Nunes Pereira, R. - Sent. Bandeiras"
"58","-8.507948","40.200255","Taveiro (passagem de Nivel) - Sent. Coimbra"
"59","-8.501627","40.198951","E. N. 1-7 Taveiro (sul) - Sent. Vila Pouca"
"cbr_380","-8.573337","40.261874","Casais Vera Cruz (Cruzeiro)"
"cbr_376","-8.578087","40.261585","Casais Vera Cruz (Santo António)"
"cbr_377","-8.578008","40.261674","Casais Vera Cruz (Santo António)"
"cbr_374","-8.578364","40.263579","Casais Vera Cruz (X)"
"cbr_375","-8.57856","40.263448","Casais Vera Cruz (X)"
"cbr_372","-8.436305","40.197045","Santa Clara (X)"
"cbr_371","-8.436669","40.196834","Santa Clara (X)"
"60","-8.50146","40.199094","E. N. 1-7 Taveiro (sul) - Sent. Taveiro"
"61","-8.499783","40.203703","E. N. 110 - 2 Taveiro (apeadeiro) - Sent. Coimbra"
"62","-8.507331","40.19975","Taveiro (cemitério) - Sent. Arzila"
"63","-8.508291","40.191521","Taveiro - Parque Mondego - Sent. Vila Pouca"
"64","-8.507938","40.191699","Taveiro - Parque Mondego - Sent. Coimbra"
"cbr_378","-8.576432","40.260174","Casais Vera Cruz (Capela)"
"65","-8.500687","40.194007","Taveiro (esc. B. 2, 3 Taveiro) - sent. asc."
"cbr_379","-8.576422","40.260233","Casais Vera Cruz (Capela)"
"66","-8.505734","40.194111","E. N. 1-7 Taveiro - Rotunda dos Telhões - Sent. Coimbra"
"67","-8.503688","40.197057","Taveiro (cruzamento p/ Escola) - Sent. Taveiro"
"68","-8.504513","40.196597","Taveiro - (casa da Criança) - Sent. Parq. Mondego"
"69","-8.507949","40.198776","Taveiro - Zona Industrial (rotunda) - Sent. Coimbra"
"70","-8.50906","40.191516","Taveiro - Parque Mondego (terminus L. 12)"
"71","-8.50588","40.194404","E. N. 1-7 Taveiro - Rotunda dos Telhões - Sent. Parq. Mondego"
"72","-8.435785","40.204917","Guarda Inglesa, Av. - Estádio Universitário - Sent. Almegue"
"73","-8.435934","40.204778","Guarda Inglesa, Av. - Estádio Universitário - Sent. Portagem"
"74","-8.486909","40.283646","Vil de Matos - (centro) - Sent. Pisão"
"75","-8.487486","40.282546","Vil de Matos - (centro) - Sent. Adémia"
"76","-8.489514","40.286748","Vil de Matos - (norte) - Términus 2t"
"77","-8.487556","40.285225","Vil de Matos - Sent. Pisão"
"78","-8.487616","40.285035","Vil de Matos - Sent Coimbra"
"79","-8.486769","40.275834","Mourelos - sent. Vil Matos"
"cbr_398","-8.567442","40.232843","Ardazubre (Escola)"
"cbr_396","-8.567753","40.239526","Casal das Figueiras (Parque)"
"cbr_397","-8.567536","40.232781","Ardazubre (Escola)"
"cbr_394","-8.567205","40.242004","Casal das Figueiras (Outeiro)"
"cbr_395","-8.567855","40.239475","Casal das Figueiras (Parque)"
"cbr_392","-8.566296","40.245987","Casal das Figueiras (Quinta)"
"cbr_393","-8.567405","40.241628","Casal das Figueiras (Outeiro)"
"80","-8.485597","40.203322","Casais (cemitério da Ribeira) - Sent. Taveiro"
"81","-8.491179","40.205104","R. Pedro Rodrigues Santos - Rib.de Frades (escola) -  Sent. Coimbra"
"82","-8.491247","40.205281","R. Pedro Rodrigues Santos - Rib.de Frades (escola) -  Sent. Taveiro"
"83","-8.495183","40.205624","E. N. 110-2 - Ribeira de Frades (centro) - Sent. Coimbra"
"84","-8.495465","40.205639","E. N. 110-2 - Ribeira de Frades (centro) - Sent. Taveiro"
"85","-8.497546","40.20512","E. N. 110-2 Taveiro (centro de Saúde) - Sent. Coimbra"
"86","-8.498269","40.204747","E. N. 110-2 Taveiro (centro de Saúde) - Sent. Arzila"
"87","-8.497199","40.201674","E. N. 341 - Alto da Ribeira - Sent. Arzila"
"88","-8.496894","40.201486","E. N. 341 - Alto da Ribeira - Sent.coimbra"
"agn_220","-8.170419","40.263793","Sobreira (Eira)"
"89","-8.493739","40.202113","E. N. 341 - Ribeira de Frades - Sent. Arzila"
"agn_222","-8.166104","40.266552","Sobreira (Capela)"
"sre_270","-8.632784","40.135061","Casal do Redinho (X)"
"agn_221","-8.170857","40.263463","Sobreira (Eira)"
"sre_271","-8.636713","40.137754","Casal do Redinho"
"agn_224","-8.161202","40.275733","Cortiça"
"sre_272","-8.636549","40.137771","Casal do Redinho"
"agn_223","-8.162468","40.272777","Paradela Cortiça (X)"
"sre_273","-8.646188","40.148254","Fonte dos Cães"
"agn_226","-8.151181","40.272047","São Martinho da Cortiça"
"sre_274","-8.646275","40.14819","Fonte dos Cães"
"sre_275","-8.646634","40.155537","Alfarelos (Passagem de Nível)"
"agn_225","-8.161616","40.275858","Cortiça"
"sre_276","-8.646717","40.155569","Alfarelos (Passagem de Nível)"
"sre_277","-8.653261","40.151178","Alfarelos (Largo Santo António)"
"sre_278","-8.653296","40.151097","Alfarelos (Largo Santo António)"
"sre_279","-8.611616","40.134353","Ribeira da Mata (X Cabeços)"
"90","-8.493287","40.20181","E. N. 341 - Ribeira de Frades - Sent. Coimbra"
"91","-8.48652","40.204667","E. N. 110-2 (cruz.dos Casais) - Sent. Taveiro"
"agn_217","-8.033941","40.206782","Lomba"
"92","-8.404862","40.241004","E. M. 539 - Cruz. do Vale Velho - Sent. Lordemão"
"agn_216","-8.052262","40.221157","Arganil (Secundária)"
"93","-8.486497","40.196468","E. N. 110-2 - Outeiro da Ribeira 1 - Sent. Casais"
"94","-8.486717","40.196808","E. N. 110-2 - Outeiro da Ribeira 1 - Sent. Valongo"
"agn_218","-8.197994","40.253134","Ponte de Mucela"
"95","-8.487578","40.188234","E. N. 110-2 - Moinho do Calhau (norte) - Sent. Casais"
"96","-8.487673","40.187784","E. N. 110-2 - Moinho do Calhau (norte) - Sent. Valongo"
"97","-8.487018","40.183788","E. N. 110-2 - Moinho do Calhau - Sent. Casais"
"98","-8.487195","40.178894","E. N. 110-2 - Entre Tremoçais (valongo) - Sent. Casais"
"99","-8.487081","40.183584","E. N. 110-2 - Moinho do Calhau - Sent. Valongo"
"agn_211","-7.992253","40.201594","Torrozelas"
"agn_210","-7.952482","40.18598","Caratão (X)"
"sre_260","-8.620231","40.083893","Fatacos"
"agn_213","-7.9943","40.237126","Alqueve (X)"
"sre_261","-8.619921","40.082949","Fatacos"
"agn_212","-7.997748","40.228281","Mosteiro de Folques"
"sre_262","-8.621358","40.087411","Melriçal (X)"
"agn_215","-8.019162","40.220648","Póvoa de Folques (X)"
"sre_263","-8.621379","40.087208","Melriçal (X)"
"agn_214","-8.009227","40.223853","Folques"
"sre_264","-8.625636","40.090437","Casal das Brancas"
"sre_265","-8.625537","40.090331","Casal das Brancas"
"sre_266","-8.636957","40.109763","Vila Nova de Anços (Igreja)"
"sre_267","-8.637049","40.10976","Vila Nova de Anços (Igreja)"
"sre_268","-8.63301","40.135075","Casal do Redinho (X)"
"sre_269","-8.633298","40.135435","Casal do Redinho (X)"
"agn_206","-8.051196","40.223923","Portelinha"
"agn_205","-8.05089","40.22405","Portelinha"
"agn_208","-7.948031","40.184709","Teixeira (Antiga Junta)"
"agn_207","-7.944776","40.183347","Teixeira (X Porto Castanheiro)"
"agn_209","-7.952602","40.185907","Caratão (X)"
"agn_242","-8.0591","40.225456","Arganil (Bairro São José)"
"sre_290","-8.63781","40.062143","Matas"
"agn_241","-8.059243","40.225408","Arganil (Bairro São José)"
"sre_291","-8.643105","40.06822","Casal Novo"
"agn_244","-8.143823","40.26798","Vale Matouco de Cima"
"sre_292","-8.642859","40.068109","Casal Novo"
"agn_243","-8.15077","40.263081","Vale de Moinho (X)"
"agn_246","-8.141282","40.265459","Vale Matouco de Baixo"
"agn_245","-8.143583","40.267942","Vale Matouco de Cima"
"agn_248","-8.109031","40.262539","Urgueira"
"sre_296","-8.692631","40.046273","Casal de Almeida (Largo Santo António)"
"agn_247","-8.137615","40.251908","Sail"
"sre_297","-8.641724","40.061984","Matas (X)"
"sre_298","-8.641698","40.061893","Matas (X)"
"agn_240","-8.062405","40.23127","São Pedro"
"agn_239","-8.066254","40.235193","Carvalhas"
"agn_238","-8.068779","40.240024","Sarzedo (Ponte)"
"agn_231","-8.132143","40.278611","Catraia dos Poços"
"agn_230","-8.133521","40.274627","Vale São Martinho (X)"
"sre_280","-8.61162","40.134295","Ribeira da Mata (X Cabeços)"
"agn_233","-8.113758","40.270783","Pombeiras (X)"
"agn_232","-8.130608","40.278867","Sanguinheda (X)"
"sre_282","-8.600843","40.135766","Ribeira da Mata (AIR Ribeirense)"
"agn_235","-8.109937","40.269319","Ramal Pombeiro"
"agn_234","-8.109895","40.269171","Ramal Pombeiro"
"agn_237","-8.071842","40.243693","Sarzedo (Rancho Folclórico)"
"sre_285","-8.546654","40.055332","Presa"
"agn_236","-8.076469","40.247294","Sarzedo (Cemitério)"
"sre_286","-8.546854","40.055352","Presa"
"sre_287","-8.43028","39.999213","Casas Novas"
"sre_288","-8.430248","39.99901","Casas Novas"
"sre_289","-8.637713","40.062174","Matas"
"agn_228","-8.146975","40.272737","Vale Matouco (X)"
"agn_227","-8.146994","40.272563","Vale Matouco (X)"
"agn_229","-8.14135","40.276179","Poços"
"agn_264","-8.136318","40.225906","Pombeiro Beira (Igreja Matriz)"
"agn_263","-8.139954","40.22553","Pombeiro Beira (Polidesportivo)"
"agn_266","-8.123432","40.229955","Roda (X)"
"agn_265","-8.130759","40.230137","Lomba de Pombeiro"
"agn_268","-8.122023","40.224575","Portela V. Diogo"
"agn_267","-8.124769","40.22662","Vale Diogo"
"agn_269","-8.11652","40.219778","Covão (X)"
"sre_233","-8.705321","40.095749","Samuel (Igreja)"
"sre_234","-8.70541","40.095795","Samuel (Igreja)"
"agn_260","-8.153153","40.22039","Salgueiral (X)"
"agn_262","-8.145344","40.226592","Póvoa Rainha Santa (X)"
"agn_261","-8.148526","40.222419","Chãs Grandes (X)"
"agn_253","-8.172796","40.211293","Arroça"
"agn_252","-8.099642","40.235921","Cadavais"
"agn_255","-8.160704","40.219872","Murganheira (X Santa Quitéria)"
"agn_254","-8.162834","40.216824","Murganheira (Chafariz)"
"agn_257","-8.162428","40.230115","Picadouro"
"agn_256","-8.172454","40.22741","Vilarinho do Alva"
"agn_259","-8.144311","40.228474","Póvoa Rainha Santa"
"agn_258","-8.154977","40.230195","Bufalhão"
"sre_223","-8.667345","40.097227","Cercal (Capela)"
"sre_224","-8.667293","40.097275","Cercal (Capela)"
"sre_225","-8.666134","40.095684","Cercal (Casa de Repouso)"
"sre_226","-8.666049","40.095727","Cercal (Casa de Repouso)"
"agn_251","-8.098553","40.240769","Maladão"
"agn_250","-8.109975","40.24583","Covais de Baixo"
"sre_228","-8.668866","40.098595","Cercal (X Brunhós)"
"agn_249","-8.10943","40.252621","Covais (Capela)"
"agn_286","-8.172009","40.208007","Chapinheira (Rua do Pinhal)"
"agn_285","-8.171978","40.207909","Chapinheira (Rua do Pinhal)"
"agn_288","-8.110358","40.268294","Ramal Pombeiro (Rua das Gândaras)"
"agn_287","-8.114426","40.269829","Ramal Pombeiro (Rua da Escola)"
"sre_250","-8.603183","40.102031","Pouca Pena (Rua do Vale Poço)"
"sre_251","-8.605557","40.099452","Pouca Pena (Igreja)"
"agn_289","-8.092478","40.20721","Casal do Frade (B)"
"sre_252","-8.605463","40.099386","Pouca Pena (Igreja)"
"sre_253","-8.604115","40.090515","Casal da Charneca (X)"
"sre_254","-8.603983","40.090546","Casal da Charneca (X)"
"sre_255","-8.610339","40.088789","Espírito Santo"
"sre_256","-8.610343","40.0889","Espírito Santo"
"agn_280","-8.002829","40.261157","Coja (Zona Industrial)"
"sre_257","-8.615195","40.085675","Casal do Rei"
"agn_282","-7.86301","40.260423","Porto Silvado (X)"
"sre_258","-8.615065","40.085693","Casal do Rei"
"sre_259","-8.620077","40.083025","Fatacos"
"agn_281","-7.951254","40.283745","Baloiço Portela"
"agn_284","-7.947906","40.26379","Vinhó (Escola)"
"agn_283","-7.951043","40.283612","Baloiço Portela"
"agn_275","-8.130665","40.230095","Lomba de Pombeiro"
"agn_274","-8.050249","40.222257","Arganil (EB1)"
"agn_277","-8.122323","40.28186","Sanguinheda"
"agn_276","-7.997677","40.228176","Mosteiro de Folques"
"agn_279","-8.16244","40.272969","Paradela Cortiça (X)"
"sre_240","-8.719005","40.099628","Serroventoso (X)"
"agn_278","-8.003177","40.261243","Coja (Zona Industrial)"
"sre_241","-8.719099","40.099596","Serroventoso (X)"
"sre_242","-8.724949","40.11373","Belide"
"sre_243","-8.724868","40.113689","Belide"
"sre_245","-8.594005","40.109694","Casal dos Ferreiros"
"sre_246","-8.594014","40.10962","Casal dos Ferreiros"
"agn_271","-8.116725","40.216219","Sarnadela (Pátio)"
"sre_247","-8.598764","40.106945","Pouca Pena (Cemitério)"
"agn_270","-8.116535","40.219911","Covão (X)"
"sre_248","-8.598685","40.106902","Pouca Pena (Cemitério)"
"agn_273","-8.110396","40.202032","Eira Velha"
"sre_249","-8.603288","40.102032","Pouca Pena (Rua do Vale Poço)"
"agn_272","-8.115701","40.214238","Sarnadela (Barroca)"
"1206","-8.457508","40.164943","Casa Meada - Ic2 - sent. Coimbra"
"1205","-8.457549","40.16324","Casa Meada (cruzamento) - Estrada Principal - sent. Coimbra"
"1204","-8.460216","40.163266","Antanhol (casa Meada) - Estrada da Ponte - sent. Cernache"
"1203","-8.459914","40.163608","Antanhol (casa Meada) - Estrada da Ponte - sent. Coimbra"
"1202","-8.428737","40.206324","Emídio Navarro, Av. - Parque Dr. Manuel Braga 3 - Dir. Av. Lousã"
"mrt_208","-8.240916","40.388176","Vale de Açores (Mercado)"
"1201","-8.404163","40.186462","Rua Quinta da Portela 2 - sent. Q. da Portela"
"1200","-8.403439","40.186524","Rua Quinta da Portela 2 - sent. Alto de S.joão"
"mrt_206","-8.24138","40.359252","Pinheiro (X)"
"mrt_207","-8.240645","40.388137","Vale de Açores (Mercado)"
"mrt_204","-8.296837","40.472114","Laceiras (X)"
"mrt_205","-8.241162","40.359168","Pinheiro (X)"
"mrt_203","-8.296912","40.472141","Laceiras (X)"
"mrt_200","-8.226922","40.414322","Vila Gosendo (X)"
"1209","-8.450839","40.175576","Quinta do Limoeiro - Ic2 - sent. Coimbra"
"1208","-8.455578","40.168942","Murteira - Ic2 - sent. Cernache"
"1207","-8.455354","40.168909","Murteira - Ic2 - sent. Coimbra"
"pcv_320","-8.276944","40.255997","Travasso (X)"
"pcv_321","-8.274119","40.268608","Penacova (Parque de Merendas)"
"pcv_322","-8.283198","40.268169","Penacova (Bombeiros)"
"cbr_509","-8.432715","40.199632","Escola D. Duarte"
"cbr_508","-8.432299","40.199228","Escola D. Duarte"
"1220","-8.452348","40.163911","Palheira 2 - Estrada Principal - sent. Assafarge"
"pcv_324","-8.282405","40.263449","Cheira (Estrada Mata)"
"pcv_325","-8.282987","40.267174","Penacova (Centro de Saúde)"
"pcv_326","-8.284459","40.263413","Cheira (Estrada Malhadas)"
"1217","-8.45057","40.163477","Palheira (centro) - Estrada Principal - sent. Antanhol"
"tbu_046","-7.980743","40.377948","Vale de Gaios (X)"
"1216","-8.448681","40.163049","Palheira (escola) - Estrada Principal - sent. Assafarge"
"tbu_047","-7.96179","40.384074","Casal de Senhora"
"1215","-8.448874","40.163291","Palheira (escola) - Estrada Principal - sent. Antanhol"
"tbu_044","-8.025457","40.363654","Tábua (Terminal Rodoviário)"
"1214","-8.446394","40.161958","Palheira (zona Industrial) - Estrada Principal - sent. Assafarge"
"tbu_045","-8.001476","40.365748","Seixos Alvos (X)"
"1213","-8.446529","40.162138","Palheira (zona Industrial) - Estrada Principal - sent. Antanhol"
"1212","-8.436284","40.160685","Rua da Chanfurrina - sent. Assafarge"
"1211","-8.436462","40.160582","Rua da Chanfurrina - sent. Palheira"
"tbu_048","-7.934245","40.385836","Esporão"
"1210","-8.451513","40.175207","Quinta do Limoeiro - Ic2 - sent. Antanhol"
"tbu_049","-7.950232","40.38596","Midões (Jardim)"
"cbr_505","-8.421054","40.19982","Colégio São Teotónio / Rainha Santa"
"cbr_506","-8.419394","40.200235","Colégio São Teotónio / Rainha Santa"
"cbr_501","-8.397538","40.195569","Quinta da Fonte"
"tbu_043","-8.004969","40.363613","Catraia dos Seixos Alvos"
"cbr_502","-8.397909","40.195438","Quinta da Fonte"
"1219","-8.452581","40.164171","Palheira 2 - Estrada Principal - sent. Cernache"
"tbu_040","-8.025899","40.356617","Tábua (Avenida Lisboa)"
"1218","-8.450382","40.16342","Palheira (centro) - Estrada Principal - sent. Assafarge"
"cbr_500","-8.402559","40.196076","Nogueiras"
"tbu_041","-8.022895","40.363292","Tábua (Espaço CULTIVA)"
"1231","-8.437773","40.149024","Vale de Cântaro 2 - sent. Assafarge"
"1230","-8.438616","40.1472","Vale de Cântaro - centro"
"1228","-8.432318","40.15768","Casa Nova (cruzamento) - Rua Nova - sent. Assafarge"
"tbu_035","-8.051867","40.332612","Brejo (X)"
"1227","-8.43292","40.157617","Casa Nova (cruzamento) - Rua da Fonte - sent. Assafarge"
"tbu_036","-8.036636","40.338619","Fonte Arcada"
"1226","-8.459108","40.160898","Casa Meada (viaduto) - Rua da Fontita - sent. Palheira"
"tbu_033","-8.048977","40.327332","Sinde (Rua Paúl)"
"1225","-8.459436","40.161024","Casa Meada (viaduto) - Rua da Fontita - sent. Antanhol"
"tbu_034","-8.042766","40.329083","Sinde (Rotunda IC6)"
"1224","-8.456531","40.161908","Palheira (cruzamento) - Rua da Fontita - sent. Palheira"
"tbu_039","-8.031398","40.352692","Barrosa (X)"
"1223","-8.456683","40.161736","Palheira (cruzamento) - Rua da Fontita - sent. Antanhol"
"1222","-8.454159","40.162819","Palheira 1 - Estrada Principal - sent. Assafarge"
"tbu_037","-8.052581","40.338854","Santo Antão"
"1221","-8.454331","40.162868","Palheira 1 - Estrada Principal - sent. Antanhol"
"tbu_038","-8.046055","40.341899","São Simão"
"tbu_031","-7.922731","40.324162","Venda da Esperança"
"tbu_032","-8.051231","40.324838","Sinde (Junta de Freguesia)"
"1229","-8.432775","40.158012","Casa Nova (cruzamento) - Rua Nova - sent. Abrunheira"
"tbu_030","-8.053016","40.323177","Sinde (Largo Estrela)"
"cbr_529","-8.440421","40.267773","Fornos (Viaduto N1)"
"1242","-8.429137","40.150052","Abrunheira 2 - Rua Principal - sent. Abrunheira"
"1241","-8.429322","40.150263","Abrunheira 2 - Rua Principal - sent. Assafarge"
"1240","-8.427846","40.149132","Abrunheira (centro) - Largo do Rabaçal - sent. Loureiro"
"pcv_301","-8.185171","40.316115","Covais (X)"
"pcv_302","-8.185026","40.315765","Covais (X)"
"1239","-8.427755","40.149241","Abrunheira (centro) - Largo do Rabaçal - sent. Assafarge"
"tbu_068","-7.950343","40.385852","Midões (Jardim)"
"1238","-8.426763","40.146622","Abrunheira 4 - Rua Principal - sent. Loureiro"
"tbu_069","-7.961911","40.384013","Casal de Senhora"
"1237","-8.426656","40.14662","Abrunheira 4 - Rua Principal - sent. Assafarge"
"tbu_066","-7.933933","40.385692","Esporão"
"1236","-8.435485","40.154642","Rua da Fonte - sent. Vale Cântaro"
"tbu_067","-7.937393","40.387119","Quinta dos Joanos"
"1235","-8.435445","40.154379","Rua da Fonte - sent. Assafarge"
"1234","-8.438984","40.150587","Vale de Cântaro 1 - sent. V. Cântaro"
"1233","-8.438796","40.150806","Vale de Cântaro 1 - sent. Assafarge"
"1232","-8.437829","40.148588","Vale de Cântaro 2 - sent. V. Cântaro"
"cbr_527","-8.49017","40.135711","Vila Pouca de Cernache"
"tbu_060","-8.046087","40.261894","Pousadouros"
"cbr_528","-8.46969","40.138684","Cernache (Largo)"
"tbu_061","-8.043474","40.281971","Mouronho"
"tbu_064","-7.923669","40.387076","Santo Amaro"
"cbr_523","-8.39454","40.21433","Tovim (Rotunda)"
"tbu_065","-7.930106","40.385946","Cadoiço"
"cbr_521","-8.536828","40.227209","Castanheira (X)"
"tbu_062","-8.026317","40.297345","Pereira"
"tbu_063","-7.923735","40.387136","Santo Amaro"
"cbr_522","-8.394794","40.214569","Tovim (Rotunda)"
"pcv_311","-8.353472","40.344451","Cácemes (X)"
"1253","-8.445444","40.139402","Telhadela (centro) - Cm 1165-1 - sent. Cernache"
"pcv_316","-8.194345","40.33959","Barragem da Aguieira"
"1252","-8.447322","40.138788","Telhadela 3 - Cm 1165-1 (junto à associação) - sent. Cernache"
"pcv_317","-8.279114","40.250727","Ronqueira (X Travasso)"
"1251","-8.450912","40.137941","Telhadela 4 - Cm 1165-1 (entrocamento para a Feteira) - sent. Cernache"
"pcv_318","-8.279029","40.250703","Ronqueira (X Travasso)"
"1250","-8.454802","40.138476","Vendas da Pousada - Rua do Ribeiro - sent. Cernache"
"pcv_319","-8.277008","40.256108","Travasso (X)"
"pcv_312","-8.328586","40.252994","São Mamede (Campo)"
"pcv_313","-8.328503","40.253039","São Mamede (Campo)"
"pcv_314","-8.284466","40.273453","Penacova (Tribunal)"
"pcv_315","-8.2861","40.274007","Penacova (Largo Dona Amélia)"
"1249","-8.454766","40.139939","Pousada (escola) - rua da Escola - sent. Cernache"
"tbu_058","-8.025721","40.309422","Gândara de Espariz"
"1248","-8.455955","40.140752","Pousada (centro) - rua do Buxo - sent. Cernache"
"tbu_055","-7.981005","40.321335","Venda do Porco"
"1247","-8.458943","40.140395","Pousada 3 - rua Felisberto Cardoso - sent. Cernache"
"tbu_056","-7.997095","40.318014","Sergudo (X)"
"1246","-8.43129","40.155323","Assafarge (casa Nova) - Rua Principal - sent. Abrunheira"
"1245","-8.430859","40.155643","Assafarge (casa Nova) - Rua Principal - sent. Assafarge"
"1244","-8.430577","40.152216","Abrunheira 1 - Rua Principal - sent. Abrunheira"
"tbu_059","-8.032869","40.305403","Espariz (X)"
"1243","-8.430726","40.152586","Abrunheira 1 - Rua Principal - sent. Assafarge"
"cbr_516","-8.496028","40.163299","Alto Serra"
"cbr_517","-8.496106","40.163116","Alto Serra"
"tbu_050","-7.930105","40.386016","Cadoiço"
"cbr_515","-8.41154","40.147571","Portela do Gato"
"tbu_053","-7.922376","40.324123","Venda da Esperança"
"cbr_513","-8.434129","40.214155","Coimbra (Arnado)"
"tbu_054","-7.980976","40.321061","Venda do Porco"
"tbu_051","-7.941344","40.386546","Coito (X)"
"tbu_052","-7.937482","40.387212","Quinta dos Joanos"
"agn_301","-7.865683","40.222037","Soito da Ruiva (X)"
"agn_300","-8.141268","40.265308","Vale Matouco de Baixo"
"agn_303","-7.958689","40.257649","Dreia (X)"
"agn_302","-7.94342","40.259152","Portela Cerdeira"
"1264","-8.462906","40.133446","Moita Santa 1 - Rua A"
"1263","-8.464119","40.134013","Moita Santa 2 - Rua do Salema"
"1262","-8.459383","40.130115","Vila Nova 3 - Rua do Pinheiro Manso - sent. C. Telhada"
"1261","-8.429031","40.137288","Loureiro 1 (entroncamento rua dos Olheiros) - sent. C. Telhada"
"1260","-8.429035","40.137439","Loureiro 1 (entroncamento rua dos Olheiros) - sent. Assafarge"
"1259","-8.429791","40.135253","Loureiro 2 (rua das Figueiras) - sent. C. Telhada"
"tbu_088","-8.040108","40.314839","Vale Percendiz"
"1258","-8.429435","40.135268","Loureiro 2 (rua das Figueiras) - sent. Assafarge"
"tbu_089","-8.035724","40.31457","Espariz"
"1257","-8.43159","40.133976","Loureiro (centro) - rua do Pombal - sent. C. Telhada"
"1256","-8.431294","40.134075","Loureiro (centro) - rua do Pombal - sent. Assafarge"
"1255","-8.433963","40.135046","Loureiro 4 - rua Caminho da Barreira - sent. Telhadela"
"1254","-8.443092","40.138389","Telhadela 1 - Cm 1165-1 - sent. Cernache"
"tbu_082","-8.051689","40.332809","Brejo (X)"
"tbu_083","-8.04875","40.327474","Sinde (Rua Paúl)"
"tbu_080","-8.045978","40.341815","São Simão"
"tbu_081","-8.052581","40.338683","Santo Antão"
"tbu_086","-8.052615","40.321222","Sinde (Igreja)"
